T_set(K) T_real(K) X(V) Y(V) R(V) Theta(deg)
99.06 115.04 0.0424521 -1.52589e-05 0.0424521 -0.018 
99.05 115.53 0.0424521 -1.52589e-05 0.0424521 -0.018 
99.03 115.2 0.0424502 -1.52589e-05 0.0424502 -0.018 
99.02 115.53 0.0424502 -1.52589e-05 0.0424502 -0.018 
99.0 115.53 0.0424502 -1.52589e-05 0.0424502 -0.018 
98.98 115.53 0.0424502 -1.52589e-05 0.0424502 -0.018 
98.97 115.2 0.0424502 -1.52589e-05 0.0424502 -0.018 
98.96 114.99 0.0424502 -1.52589e-05 0.0424502 -0.018 
98.94 114.99 0.0424502 -1.52589e-05 0.0424502 -0.018 
98.93 114.99 0.0424502 -1.52589e-05 0.0424502 -0.018 
98.91 114.99 0.0424483 -1.52589e-05 0.0424483 -0.018 
98.9 114.44 0.0424483 -1.52589e-05 0.0424483 -0.018 
98.89 114.44 0.0424483 -1.52589e-05 0.0424483 -0.018 
98.87 114.44 0.0424464 -1.52589e-05 0.0424464 -0.018 
98.86 114.44 0.0424464 -1.52589e-05 0.0424464 -0.018 
98.84 114.44 0.0424483 -1.52589e-05 0.0424483 -0.018 
98.83 114.23 0.0424483 -1.52589e-05 0.0424483 -0.018 
98.82 114.44 0.0424464 -1.52589e-05 0.0424464 -0.018 
98.8 114.44 0.0424464 -1.52589e-05 0.0424464 -0.018 
98.79 114.44 0.0424464 -1.52589e-05 0.0424464 -0.018 
98.77 114.44 0.0424464 -1.52589e-05 0.0424464 -0.018 
98.76 114.44 0.0424464 -1.52589e-05 0.0424464 -0.018 
98.75 114.44 0.0424445 -1.52589e-05 0.0424445 -0.018 
98.73 114.44 0.0424445 -1.52589e-05 0.0424445 -0.018 
98.72 114.44 0.0424445 -1.52589e-05 0.0424445 -0.018 
98.7 114.44 0.0424445 -1.52589e-05 0.0424445 -0.018 
98.69 114.44 0.0424445 -1.52589e-05 0.0424445 -0.018 
98.67 114.44 0.0424426 -1.52589e-05 0.0424426 -0.018 
98.66 114.44 0.0424407 -1.52589e-05 0.0424407 -0.018 
98.65 114.44 0.0424426 -1.52589e-05 0.0424426 -0.018 
98.63 114.88 0.0424407 -1.52589e-05 0.0424407 -0.018 
98.62 114.66 0.0424407 -1.52589e-05 0.0424407 -0.018 
98.6 114.77 0.0424407 -1.52589e-05 0.0424407 -0.018 
98.58 114.5 0.0424387 -1.52589e-05 0.0424387 -0.018 
98.56 114.66 0.0424387 -1.52589e-05 0.0424387 -0.018 
98.55 114.44 0.0424387 -1.52589e-05 0.0424387 -0.018 
98.54 114.44 0.0424387 -1.52589e-05 0.0424387 -0.018 
98.53 114.44 0.0424387 -1.52589e-05 0.0424387 -0.018 
98.51 114.44 0.0424368 -1.52589e-05 0.0424368 -0.018 
98.49 114.44 0.0424368 -1.52589e-05 0.0424368 -0.018 
101.0 114.44 0.0424368 -1.52589e-05 0.0424368 -0.018 
98.47 114.39 0.0424368 -1.52589e-05 0.0424368 -0.018 
98.46 113.9 0.0424368 -1.52589e-05 0.0424368 -0.018 
98.44 113.9 0.0424368 -1.52589e-05 0.0424368 -0.018 
98.42 113.9 0.0424368 -1.52589e-05 0.0424368 -0.018 
98.41 113.9 0.0424368 -1.52589e-05 0.0424368 -0.018 
98.4 113.9 0.0424368 -1.52589e-05 0.0424368 -0.018 
98.38 113.9 0.0424349 -1.52589e-05 0.0424349 -0.018 
98.37 113.96 0.0424368 -1.52589e-05 0.0424368 -0.018 
98.36 113.9 0.0424349 -1.52589e-05 0.0424349 -0.018 
98.35 113.9 0.0424349 -1.52589e-05 0.0424349 -0.018 
98.33 114.17 0.0424311 -1.52589e-05 0.0424311 -0.018 
98.31 114.23 0.0424273 -1.52589e-05 0.0424273 -0.018 
98.29 114.44 0.0424235 -1.52589e-05 0.0424235 -0.018 
98.27 114.23 0.0424216 -1.52589e-05 0.0424216 -0.018 
98.25 114.01 0.0424178 -1.52589e-05 0.0424178 -0.018 
98.22 114.23 0.042412 -1.52589e-05 0.042412 -0.018 
98.19 113.9 0.0424082 -1.52589e-05 0.0424082 -0.018 
98.17 113.9 0.0424063 -1.52589e-05 0.0424063 -0.018 
98.14 113.9 0.0424025 -1.52589e-05 0.0424025 -0.018 
98.11 113.9 0.0423987 -1.52589e-05 0.0423987 -0.018 
98.08 113.9 0.0423968 -1.52589e-05 0.0423968 -0.018 
98.04 113.9 0.0423949 -1.52589e-05 0.0423949 -0.018 
98.01 113.9 0.042393 -1.52589e-05 0.042393 -0.018 
97.98 113.9 0.0423911 -1.52589e-05 0.0423911 -0.018 
97.95 113.9 0.0423892 -1.52589e-05 0.0423892 -0.018 
97.92 113.9 0.0423872 -1.52589e-05 0.0423872 -0.018 
97.89 114.12 0.0423853 -1.52589e-05 0.0423853 -0.018 
97.86 114.39 0.0423815 -1.52589e-05 0.0423815 -0.018 
97.83 114.44 0.0423758 -1.52589e-05 0.0423758 -0.018 
97.8 114.44 0.0423701 -1.52589e-05 0.0423701 -0.018 
97.76 114.44 0.0423663 -1.52589e-05 0.0423663 -0.018 
1.0 114.44 0.0423644 -1.52589e-05 0.0423644 -0.018 
97.69 114.44 0.0423605 -1.52589e-05 0.0423605 -0.018 
97.66 114.44 0.0423586 -1.52589e-05 0.0423586 -0.018 
97.62 114.44 0.0423567 -1.52589e-05 0.0423567 -0.018 
97.59 114.44 0.0423548 -1.52589e-05 0.0423548 -0.018 
97.55 114.44 0.042351 -1.52589e-05 0.042351 -0.018 
97.52 114.44 0.0423491 -1.52589e-05 0.0423491 -0.018 
97.48 114.44 0.0423453 -1.52589e-05 0.0423453 -0.018 
97.45 114.44 0.0423434 -1.52589e-05 0.0423434 -0.018 
97.41 114.44 0.0423434 -1.52589e-05 0.0423434 -0.018 
97.38 114.44 0.0423415 -1.52589e-05 0.0423415 -0.018 
97.34 114.44 0.0423396 -1.52589e-05 0.0423396 -0.018 
97.3 114.44 0.0423377 -1.52589e-05 0.0423377 -0.018 
97.27 114.44 0.0423357 -1.52589e-05 0.0423357 -0.018 
97.23 113.96 0.0423357 -1.52589e-05 0.0423357 -0.018 
97.2 113.9 0.0423338 -1.52589e-05 0.0423338 -0.018 
97.16 113.9 0.0423319 -1.52589e-05 0.0423319 -0.018 
97.13 113.9 0.04233 -1.52589e-05 0.04233 -0.018 
97.09 113.37 0.04233 -1.52589e-05 0.04233 -0.018 
97.06 113.37 0.04233 -1.52589e-05 0.04233 -0.018 
97.02 113.37 0.04233 -1.52589e-05 0.04233 -0.018 
96.99 113.15 0.0423281 -1.52589e-05 0.0423281 -0.018 
96.95 113.37 0.0423262 -1.52589e-05 0.0423262 -0.018 
96.92 113.37 0.0423262 -1.52589e-05 0.0423262 -0.018 
96.88 113.37 0.0423243 -1.52589e-05 0.0423243 -0.018 
96.85 113.9 0.0423243 -1.52589e-05 0.0423243 -0.018 
96.81 113.9 0.0423224 -1.52589e-05 0.0423224 -0.018 
96.78 113.9 0.0423224 -1.52589e-05 0.0423224 -0.018 
96.74 113.9 0.0423205 -1.52589e-05 0.0423205 -0.018 
96.7 113.9 0.0423205 -1.52589e-05 0.0423205 -0.018 
96.67 113.37 0.0423205 -1.52589e-05 0.0423205 -0.018 
96.64 113.37 0.0423186 -1.52589e-05 0.0423186 -0.018 
96.6 112.88 0.0423186 -1.52589e-05 0.0423186 -0.018 
96.56 112.83 0.0423186 -1.52589e-05 0.0423186 -0.018 
96.53 112.83 0.0423167 -1.52589e-05 0.0423167 -0.018 
96.49 113.37 0.0423167 -1.52589e-05 0.0423167 -0.018 
96.46 113.37 0.0423167 -1.52589e-05 0.0423167 -0.018 
96.43 113.58 0.0423148 -1.52589e-05 0.0423148 -0.018 
96.39 113.9 0.0423148 -1.52589e-05 0.0423148 -0.018 
96.36 113.9 0.0423129 -1.52589e-05 0.0423129 -0.018 
96.33 113.9 0.0423129 -1.52589e-05 0.0423129 -0.018 
96.29 113.69 0.042311 -1.52589e-05 0.042311 -0.018 
96.25 113.37 0.0423052 -1.52589e-05 0.0423052 -0.018 
96.22 112.94 0.0422938 -1.52589e-05 0.0422938 -0.018 
96.18 112.83 0.0422785 -1.52589e-05 0.0422785 -0.018 
96.14 112.41 0.0422652 -1.52589e-05 0.0422652 -0.018 
96.1 112.3 0.0422537 -1.52589e-05 0.0422537 -0.018 
96.04 112.3 0.0422461 -1.52589e-05 0.0422461 -0.018 
95.98 112.3 0.0422385 -1.52589e-05 0.0422385 -0.018 
95.92 112.3 0.0422347 -1.52589e-05 0.0422347 -0.018 
95.86 112.3 0.0422289 -1.52589e-05 0.0422289 -0.018 
95.8 112.3 0.0422251 -1.52589e-05 0.0422251 -0.018 
95.74 111.77 0.0422232 -1.52589e-05 0.0422232 -0.018 
95.69 111.77 0.0422194 -1.52589e-05 0.0422194 -0.018 
95.62 111.24 0.0422156 -1.52589e-05 0.0422156 -0.018 
95.56 111.24 0.0422156 -1.52589e-05 0.0422156 -0.018 
95.5 110.72 0.0422518 -1.52589e-05 0.0422518 -0.018 
95.44 110.72 0.0422766 -1.52589e-05 0.0422766 -0.018 
95.39 110.72 0.0422785 -1.52589e-05 0.0422785 -0.018 
95.33 110.72 0.0422766 -1.52589e-05 0.0422766 -0.018 
95.27 110.19 0.0422747 -1.52589e-05 0.0422747 -0.018 
95.21 110.19 0.0422728 -1.52589e-05 0.0422728 -0.018 
95.16 110.25 0.0422709 -1.52589e-05 0.0422709 -0.018 
95.1 110.72 0.042269 -1.52589e-05 0.042269 -0.018 
95.04 110.72 0.0422671 -1.52589e-05 0.0422671 -0.018 
94.98 110.72 0.0422652 -1.52589e-05 0.0422652 -0.018 
94.92 110.98 0.0422652 -1.52589e-05 0.0422652 -0.018 
94.86 111.24 0.0422633 -1.52589e-05 0.0422633 -0.018 
94.81 110.93 0.0422614 -1.52589e-05 0.0422614 -0.018 
94.75 110.72 0.0422614 -1.52589e-05 0.0422614 -0.018 
94.69 110.72 0.0422595 -1.52589e-05 0.0422595 -0.018 
94.64 110.51 0.0422575 -1.52589e-05 0.0422575 -0.018 
94.59 110.19 0.0422556 -1.52589e-05 0.0422556 -0.018 
94.53 110.19 0.0422537 -1.52589e-05 0.0422537 -0.018 
94.47 109.73 0.0422537 -1.52589e-05 0.0422537 -0.018 
94.42 109.67 0.0422518 -1.52589e-05 0.0422518 -0.018 
94.36 109.67 0.0422518 -1.52589e-05 0.0422518 -0.018 
94.3 109.67 0.0422499 -1.52589e-05 0.0422499 -0.018 
94.24 109.67 0.042248 -1.52589e-05 0.042248 -0.018 
94.19 109.67 0.0422442 -1.52589e-05 0.0422442 -0.018 
94.13 109.67 0.0422366 -1.52589e-05 0.0422366 -0.018 
94.08 109.67 0.042227 -1.52589e-05 0.042227 -0.018 
94.0 108.69 0.0422213 -1.52589e-05 0.0422213 -0.018 
93.92 108.64 0.0422175 -1.52589e-05 0.0422175 -0.018 
93.83 108.13 0.0422137 -1.52589e-05 0.0422137 -0.018 
93.75 108.13 0.0422118 -1.52589e-05 0.0422118 -0.018 
93.66 108.13 0.042208 -1.52589e-05 0.042208 -0.018 
93.58 108.13 0.042227 -1.52589e-05 0.042227 -0.018 
93.49 107.72 0.0424235 -1.52589e-05 0.0424235 -0.018 
93.41 107.62 0.0424693 -1.52589e-05 0.0424693 -0.018 
93.32 107.62 0.0424731 -1.52589e-05 0.0424731 -0.018 
93.23 107.62 0.0424731 -1.52589e-05 0.0424731 -0.018 
93.15 107.11 0.0424693 -1.52589e-05 0.0424693 -0.018 
93.07 107.11 0.0424654 -1.52589e-05 0.0424654 -0.018 
92.98 107.11 0.0424635 -1.52589e-05 0.0424635 -0.018 
92.89 107.11 0.0424597 -1.52589e-05 0.0424597 -0.018 
92.81 106.91 0.0424578 -1.52589e-05 0.0424578 -0.018 
1.0 106.71 0.0424559 -1.52589e-05 0.0424559 -0.018 
92.65 106.6 0.0424521 -1.52589e-05 0.0424521 -0.018 
92.57 106.6 0.0424521 -1.52589e-05 0.0424521 -0.018 
92.48 106.6 0.0424502 -1.52589e-05 0.0424502 -0.018 
92.39 106.6 0.0424502 -1.52589e-05 0.0424502 -0.018 
92.32 106.6 0.0424464 -1.52589e-05 0.0424464 -0.018 
92.23 106.6 0.0424426 -1.52589e-05 0.0424426 -0.018 
92.15 106.6 0.0424387 -1.52589e-05 0.0424387 -0.018 
92.06 106.3 0.0424368 -1.52589e-05 0.0424368 -0.018 
91.98 106.05 0.042433 -1.52589e-05 0.042433 -0.018 
91.9 106.05 0.0424292 -1.52589e-05 0.0424292 -0.018 
91.82 106.05 0.0424273 -1.52589e-05 0.0424273 -0.018 
91.74 105.65 0.0424254 -1.52589e-05 0.0424254 -0.018 
91.66 105.55 0.0424254 -1.52589e-05 0.0424254 -0.018 
91.58 105.55 0.0424254 -1.52589e-05 0.0424254 -0.018 
91.5 105.55 0.0424235 -1.52589e-05 0.0424235 -0.018 
91.42 105.1 0.0424216 -1.52589e-05 0.0424216 -0.018 
91.34 105.05 0.0424197 -1.52589e-05 0.0424197 -0.018 
91.26 105.05 0.0424159 -1.52589e-05 0.0424159 -0.018 
91.18 105.05 0.042412 -1.52589e-05 0.042412 -0.018 
91.1 105.05 0.0424101 -1.52589e-05 0.0424101 -0.018 
91.02 105.05 0.0424082 -1.52589e-05 0.0424082 -0.018 
90.94 105.05 0.0424063 -1.52589e-05 0.0424063 -0.018 
90.87 105.05 0.0424044 -1.52589e-05 0.0424044 -0.018 
90.78 105.05 0.0424025 -1.52589e-05 0.0424025 -0.018 
90.7 104.61 0.0424006 -1.52589e-05 0.0424006 -0.018 
90.62 104.56 0.0423987 -1.52589e-05 0.0423987 -0.018 
101.0 104.56 0.0423968 -1.52589e-05 0.0423968 -0.018 
90.47 104.56 0.0423968 -1.52589e-05 0.0423968 -0.018 
90.39 104.56 0.042393 -1.52589e-05 0.042393 -0.018 
90.31 104.56 0.0423911 -1.52589e-05 0.0423911 -0.018 
90.23 104.56 0.0423892 -1.52589e-05 0.0423892 -0.018 
90.15 104.56 0.0423834 -1.52589e-05 0.0423834 -0.018 
90.07 104.56 0.0423815 -1.52589e-05 0.0423815 -0.018 
89.99 104.56 0.0423758 -1.52589e-05 0.0423758 -0.018 
89.92 104.56 0.0423739 -1.52589e-05 0.0423739 -0.018 
89.84 104.56 0.042372 -1.52589e-05 0.042372 -0.018 
89.76 104.16 0.0423701 -1.52589e-05 0.0423701 -0.018 
89.69 104.06 0.0423682 -1.52589e-05 0.0423682 -0.018 
89.61 104.26 0.0423663 -1.52589e-05 0.0423663 -0.018 
89.52 104.06 0.0423605 -1.52589e-05 0.0423605 -0.018 
89.44 104.06 0.0423586 -1.52589e-05 0.0423586 -0.018 
89.35 104.06 0.0423567 -1.52589e-05 0.0423567 -0.018 
89.25 104.06 0.0423548 -1.52589e-05 0.0423548 -0.018 
89.15 104.06 0.042351 -1.52589e-05 0.042351 -0.018 
89.06 104.06 0.0423472 -1.52589e-05 0.0423472 -0.018 
88.96 103.62 0.0423472 -1.52589e-05 0.0423472 -0.018 
88.87 103.57 0.0423434 -1.52589e-05 0.0423434 -0.018 
88.77 103.57 0.0423434 -1.52589e-05 0.0423434 -0.018 
88.67 103.57 0.0423396 -1.52589e-05 0.0423396 -0.018 
88.59 103.57 0.0423377 -1.52589e-05 0.0423377 -0.018 
88.49 103.57 0.0423338 -1.52589e-05 0.0423338 -0.018 
88.4 103.57 0.04233 -1.52589e-05 0.04233 -0.018 
88.3 103.57 0.0423262 -1.52589e-05 0.0423262 -0.018 
88.2 103.57 0.0423224 -1.52589e-05 0.0423224 -0.018 
88.12 103.57 0.0423205 -1.52589e-05 0.0423205 -0.018 
88.02 103.57 0.0423186 -1.52589e-05 0.0423186 -0.018 
87.93 103.57 0.0423186 -1.52589e-05 0.0423186 -0.018 
87.83 103.57 0.0423148 -1.52589e-05 0.0423148 -0.018 
87.74 103.57 0.042311 -1.52589e-05 0.042311 -0.018 
87.65 103.57 0.0423071 -1.52589e-05 0.0423071 -0.018 
87.56 103.08 0.0423033 -1.52589e-05 0.0423033 -0.018 
87.46 103.08 0.0422976 -1.52589e-05 0.0422976 -0.018 
87.38 103.08 0.0422957 -1.52589e-05 0.0422957 -0.018 
87.28 103.08 0.0422938 -1.52589e-05 0.0422938 -0.018 
87.19 102.6 0.0422919 -1.52589e-05 0.0422919 -0.018 
87.09 102.6 0.04229 -1.52589e-05 0.04229 -0.018 
87.0 102.6 0.0422881 -1.52589e-05 0.0422881 -0.018 
86.91 102.12 0.0422862 -1.52589e-05 0.0422862 -0.018 
86.82 102.12 0.0422823 -1.52589e-05 0.0422823 -0.018 
86.73 102.12 0.0422785 -1.52589e-05 0.0422785 -0.018 
86.64 101.87 0.0422785 -1.52589e-05 0.0422785 -0.018 
86.54 101.63 0.0422766 -1.52589e-05 0.0422766 -0.018 
86.46 101.63 0.0422747 -1.52589e-05 0.0422747 -0.018 
86.37 101.63 0.0422709 -1.52589e-05 0.0422709 -0.018 
86.27 101.63 0.042269 -1.52589e-05 0.042269 -0.018 
86.18 101.63 0.0422652 -1.52589e-05 0.0422652 -0.018 
86.1 101.63 0.0422633 -1.52589e-05 0.0422633 -0.018 
86.01 101.63 0.0422614 -1.52589e-05 0.0422614 -0.018 
85.91 101.63 0.0422575 -1.52589e-05 0.0422575 -0.018 
85.82 101.63 0.0422556 -1.52589e-05 0.0422556 -0.018 
85.74 101.63 0.0422518 -1.52589e-05 0.0422518 -0.018 
85.65 101.63 0.0422518 -1.52589e-05 0.0422518 -0.018 
85.55 101.63 0.0422461 -1.52589e-05 0.0422461 -0.018 
85.47 101.63 0.0422423 -1.52589e-05 0.0422423 -0.018 
85.38 101.63 0.0422404 -1.52589e-05 0.0422404 -0.018 
85.29 101.63 0.0422385 -1.52589e-05 0.0422385 -0.018 
85.2 101.63 0.0422366 -1.52589e-05 0.0422366 -0.018 
85.11 101.58 0.0422328 -1.52589e-05 0.0422328 -0.018 
85.02 101.25 0.0422308 -1.52589e-05 0.0422308 -0.018 
84.94 101.39 0.0422328 -1.52589e-05 0.0422328 -0.018 
84.85 101.63 0.0422308 -1.52589e-05 0.0422308 -0.018 
84.76 101.63 0.042227 -1.52589e-05 0.042227 -0.018 
84.67 101.63 0.0422251 -1.52589e-05 0.0422251 -0.018 
84.58 101.63 0.0422232 -1.52589e-05 0.0422232 -0.018 
84.49 101.2 0.0422213 -1.52589e-05 0.0422213 -0.018 
84.4 101.15 0.0422175 -1.52589e-05 0.0422175 -0.018 
84.31 101.15 0.0422137 -1.52589e-05 0.0422137 -0.018 
84.23 101.15 0.0422118 -1.52589e-05 0.0422118 -0.018 
84.14 101.15 0.0422099 -1.52589e-05 0.0422099 -0.018 
84.06 101.2 0.042206 -1.52589e-05 0.042206 -0.018 
83.97 100.68 0.0422041 -1.52589e-05 0.0422041 -0.018 
83.88 100.68 0.0422022 -1.52589e-05 0.0422022 -0.018 
83.79 100.68 0.0421984 -1.52589e-05 0.0421984 -0.018 
83.71 100.68 0.0421965 -1.52589e-05 0.0421965 -0.018 
83.62 100.68 0.0421927 -1.52589e-05 0.0421927 -0.018 
83.53 100.68 0.042187 -1.52589e-05 0.042187 -0.018 
83.44 100.68 0.0421851 -1.52589e-05 0.0421851 -0.018 
83.37 100.49 0.0421832 -1.52589e-05 0.0421832 -0.018 
83.28 100.25 0.0421813 -1.52589e-05 0.0421813 -0.018 
83.19 100.3 0.0421774 -1.52589e-05 0.0421774 -0.018 
83.11 100.2 0.0421755 -1.52589e-05 0.0421755 -0.018 
83.02 100.2 0.0421717 -1.52589e-05 0.0421717 -0.018 
82.94 100.2 0.0421717 -1.52589e-05 0.0421717 -0.018 
82.85 100.2 0.042166 -1.52589e-05 0.042166 -0.018 
82.76 100.2 0.0421641 -1.52589e-05 0.0421641 -0.018 
82.68 100.2 0.0421622 -1.52589e-05 0.0421622 -0.018 
82.6 100.2 0.0421584 -1.52589e-05 0.0421584 -0.018 
82.51 100.2 0.0421584 -1.52589e-05 0.0421584 -0.018 
82.43 99.73 0.0421565 -1.52589e-05 0.0421565 -0.018 
82.34 99.73 0.0421526 -1.52589e-05 0.0421526 -0.018 
82.26 99.73 0.0421507 -1.52589e-05 0.0421507 -0.018 
101.0 99.73 0.0421469 -1.52589e-05 0.0421469 -0.018 
82.09 99.73 0.042145 -1.52589e-05 0.042145 -0.018 
82.01 99.73 0.0421412 -1.52589e-05 0.0421412 -0.018 
81.92 99.26 0.0421374 -1.52589e-05 0.0421374 -0.018 
81.85 99.26 0.0421336 -1.52589e-05 0.0421336 -0.018 
81.76 99.26 0.0421317 -1.52589e-05 0.0421317 -0.018 
81.68 99.26 0.0421278 -1.52589e-05 0.0421278 -0.018 
81.59 99.26 0.0421259 -1.52589e-05 0.0421259 -0.018 
81.5 99.26 0.0421221 -1.52589e-05 0.0421221 -0.018 
81.43 99.26 0.0421202 -1.52589e-05 0.0421202 -0.018 
81.34 99.26 0.0421183 -1.52589e-05 0.0421183 -0.018 
81.26 98.79 0.0421145 -1.52589e-05 0.0421145 -0.018 
81.17 98.79 0.0421107 -1.52589e-05 0.0421107 -0.018 
81.09 98.79 0.0421088 -1.52589e-05 0.0421088 -0.018 
81.01 98.37 0.0421069 -1.52589e-05 0.0421069 -0.018 
80.92 98.32 0.042105 -1.52589e-05 0.042105 -0.018 
80.84 98.32 0.0421031 -1.52589e-05 0.0421031 -0.018 
80.77 98.32 0.0420992 -1.52589e-05 0.0420992 -0.018 
80.68 98.32 0.0420973 -1.52589e-05 0.0420973 -0.018 
80.59 98.32 0.0420935 -1.52589e-05 0.0420935 -0.018 
80.51 98.14 0.0420935 -1.52589e-05 0.0420935 -0.018 
80.43 98.09 0.0420897 -1.52589e-05 0.0420897 -0.018 
80.35 97.91 0.0420859 -1.52589e-05 0.0420859 -0.018 
80.27 97.86 0.0420802 -1.52589e-05 0.0420802 -0.018 
80.18 97.86 0.0420802 -1.52589e-05 0.0420802 -0.018 
80.1 97.86 0.0420783 -1.52589e-05 0.0420783 -0.018 
80.02 97.86 0.0420725 -1.52589e-05 0.0420725 -0.018 
79.94 98.05 0.0420687 -1.52589e-05 0.0420687 -0.018 
79.86 98.05 0.0420668 -1.52589e-05 0.0420668 -0.018 
79.77 98.09 0.042063 -1.52589e-05 0.042063 -0.018 
79.69 98.32 0.0420592 -1.52589e-05 0.0420592 -0.018 
79.62 98.14 0.0420554 -1.52589e-05 0.0420554 -0.018 
79.53 97.91 0.0420535 -1.52589e-05 0.0420535 -0.018 
79.45 97.86 0.0420516 -1.52589e-05 0.0420516 -0.018 
79.37 97.86 0.0420496 -1.52589e-05 0.0420496 -0.018 
79.3 97.86 0.0420458 -1.52589e-05 0.0420458 -0.018 
79.21 97.68 0.042042 -1.52589e-05 0.042042 -0.018 
79.13 97.4 0.0420401 -1.52589e-05 0.0420401 -0.018 
79.05 97.4 0.0420382 -1.52589e-05 0.0420382 -0.018 
78.96 97.4 0.0420363 -1.52589e-05 0.0420363 -0.018 
78.89 96.94 0.0420325 -1.52589e-05 0.0420325 -0.018 
78.81 96.94 0.0420287 -1.52589e-05 0.0420287 -0.018 
78.73 96.48 0.0420268 -1.52589e-05 0.0420268 -0.018 
78.64 96.48 0.0420249 -1.52589e-05 0.0420249 -0.018 
78.57 96.48 0.0420229 -1.52589e-05 0.0420229 -0.018 
78.49 96.48 0.0420191 -1.52589e-05 0.0420191 -0.018 
78.41 96.48 0.0420153 -1.52589e-05 0.0420153 -0.018 
78.32 96.48 0.0420134 -1.52589e-05 0.0420134 -0.018 
78.24 96.94 0.0420115 -1.52589e-05 0.0420115 -0.018 
78.16 96.94 0.0420077 -1.52589e-05 0.0420077 -0.018 
78.08 96.94 0.0420039 -1.52589e-05 0.0420039 -0.018 
78.0 96.94 0.0420001 -1.52589e-05 0.0420001 -0.018 
77.92 96.94 0.0420001 -1.52589e-05 0.0420001 -0.018 
77.85 96.94 0.0419962 -1.52589e-05 0.0419962 -0.018 
77.77 96.48 0.0419924 -1.52589e-05 0.0419924 -0.018 
77.69 96.48 0.0419905 -1.52589e-05 0.0419905 -0.018 
77.61 96.03 0.0419886 -1.52589e-05 0.0419886 -0.018 
77.53 96.03 0.0419867 -1.52589e-05 0.0419867 -0.018 
77.45 95.58 0.0419848 -1.52589e-05 0.0419848 -0.018 
77.37 95.58 0.0419829 -1.52589e-05 0.0419829 -0.018 
77.29 95.58 0.0419791 -1.52589e-05 0.0419791 -0.018 
77.22 95.58 0.0419753 -1.52589e-05 0.0419753 -0.018 
77.14 95.58 0.0419753 -1.52589e-05 0.0419753 -0.018 
77.06 95.58 0.0419714 -1.52589e-05 0.0419714 -0.018 
76.97 95.58 0.0419676 -1.52589e-05 0.0419676 -0.018 
76.89 95.94 0.0419657 -1.52589e-05 0.0419657 -0.018 
76.82 96.03 0.0419619 -1.52589e-05 0.0419619 -0.018 
76.74 96.03 0.0419619 -1.52589e-05 0.0419619 -0.018 
76.66 96.03 0.0419581 -1.52589e-05 0.0419581 -0.018 
76.58 96.03 0.0419543 -1.52589e-05 0.0419543 -0.018 
76.5 96.03 0.0419524 -1.52589e-05 0.0419524 -0.018 
76.42 96.03 0.0419505 -1.52589e-05 0.0419505 -0.018 
76.34 95.98 0.0419486 -1.52589e-05 0.0419486 -0.018 
76.26 95.58 0.0419466 -1.52589e-05 0.0419466 -0.018 
76.18 95.58 0.0419447 -1.52589e-05 0.0419447 -0.018 
76.11 95.58 0.0419409 -1.52589e-05 0.0419409 -0.018 
76.03 95.12 0.0419371 -1.52589e-05 0.0419371 -0.018 
75.95 95.12 0.0419352 -1.52589e-05 0.0419352 -0.018 
75.87 94.72 0.0419333 -1.52589e-05 0.0419333 -0.018 
75.8 94.63 0.0419295 -1.52589e-05 0.0419295 -0.018 
75.72 94.63 0.0419276 -1.52589e-05 0.0419276 -0.018 
75.65 94.18 0.0419257 -1.52589e-05 0.0419257 -0.018 
75.57 94.18 0.0419257 -1.52589e-05 0.0419257 -0.018 
75.48 94.36 0.0419257 -1.52589e-05 0.0419257 -0.018 
75.42 94.63 0.0424368 -1.52589e-05 0.0424368 -0.018 
101.0 94.63 0.0443957 -2.0981e-05 0.0443957 -0.024 
75.26 94.63 0.0448134 -2.0981e-05 0.0448134 -0.024 
75.18 94.63 0.044863 -2.0981e-05 0.044863 -0.024 
75.11 94.68 0.0448706 -2.0981e-05 0.0448706 -0.024 
75.04 94.63 0.0448725 -2.0981e-05 0.0448725 -0.024 
74.96 94.63 0.0448725 -2.0981e-05 0.0448725 -0.024 
74.88 94.63 0.0448668 -2.0981e-05 0.0448668 -0.024 
74.8 94.63 0.0448668 -2.0981e-05 0.0448668 -0.024 
74.72 94.63 0.0448668 -2.0981e-05 0.0448668 -0.024 
74.65 94.18 0.044863 -2.0981e-05 0.044863 -0.024 
74.57 94.18 0.0448534 -2.0981e-05 0.0448534 -0.024 
74.49 94.18 0.0448515 -2.0981e-05 0.0448515 -0.024 
74.42 93.74 0.0448477 -2.0981e-05 0.0448477 -0.024 
74.35 93.74 0.0448496 -2.0981e-05 0.0448496 -0.024 
74.27 93.74 0.0448477 -2.0981e-05 0.0448477 -0.024 
74.19 93.3 0.0448439 -2.0981e-05 0.0448439 -0.024 
74.11 93.3 0.0448401 -2.0981e-05 0.0448401 -0.024 
74.04 93.3 0.0448363 -2.0981e-05 0.0448363 -0.024 
73.96 93.3 0.0448306 -2.0981e-05 0.0448306 -0.024 
73.89 93.12 0.0448267 -2.0981e-05 0.0448267 -0.024 
73.81 92.9 0.0448248 -2.0981e-05 0.0448248 -0.024 
73.74 93.08 0.044821 -2.0981e-05 0.044821 -0.024 
73.67 92.86 0.0448172 -2.0981e-05 0.0448172 -0.024 
73.59 93.08 0.0448134 -2.0981e-05 0.0448134 -0.024 
